,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,host_symbols
chr17:28168447-28172618_+,9.54924919993448,-0.577223916217436,0.38579029987805,-1.49621158541285,0.134598526438164,0.352548090536881,NLK
chr11:33337074-33341686_+,38.4015531533418,-0.869956088868834,0.581579023948677,-1.49585190153902,0.134692252724088,0.352755262058972,HIPK3
chr4:53389808-53453133_+,14.9890338002972,-0.588508612545175,0.393440045737065,-1.49580252168452,0.134705124045129,0.352755262058972,FIP1L1
chr10:16764389-16782084_-,31.4491896931677,-0.46387847907268,0.310158084507351,-1.49561949935787,0.13475283881947,0.352844194573427,RSU1
chr11:94799389-94800311_+,4.78115998248203,0.822908084274506,0.550292179927384,1.4954021050837,0.134809531494068,0.352956614759883,AMOTL1
chr1:20941490-20950111_-,15.4968967247869,-1.00415472132994,0.671529961099701,-1.49532378225616,0.134829961252426,0.352967503512262,EIF4G3
chr10:89714954-89719706_+,4.71387034594035,0.913128598536805,0.610673714917686,1.49528066499454,0.134841208997785,0.352967503512262,KIF20B
chr12:28450160-28452654_+,15.3209942931331,-0.86693817771214,0.579854889391962,-1.49509505493903,0.134889636277146,0.353027732288747,CCDC91
chr16:67238201-67238307_-,4.36946712473249,-0.636737493301878,0.425886585795529,-1.4950869892098,0.13489174100083,0.353027732288747,FHOD1
chr3:37947056-37971499_+,4.82934876018029,0.870712653694348,0.582403234974983,1.4950340269517,0.134905561946375,0.353027887443675,CTDSPL
chr14:54408744-54411706_+,25.2023964000702,-0.798037652100119,0.533833252011631,-1.49491933875024,0.134935494545594,0.353070200079369,CDKN3
chr3:37047518-37049017_+,6.07943055195985,-0.779329784093533,0.52138968704434,-1.49471653056931,0.134988438237473,0.353168498608334,MLH1
chr1:51363865-51366029_-,245.363958416737,-0.332507492014682,0.222468717972782,-1.49462582894626,0.135012121366319,0.353168498608334,EPS15
chr14:56326179-56330487_+,65.0694672604301,0.462169796978463,0.309222845648765,1.49461724281337,0.135014363460489,0.353168498608334,LINC02284
chr18:13001456-13008631_+,4.03667279203811,-0.84731491236948,0.566967962073129,-1.49446700528061,0.135053599596595,0.353215197391718,CEP192
chr12:8713814-8714041_+,14.8862992177952,-0.621122862945285,0.415621525237244,-1.49444344248228,0.135059754072247,0.353215197391718,RIMKLB
chr5:131359208-131359547_+,30.6966037276958,0.744950536504223,0.498594507418203,1.49410096866427,0.135149230852421,0.353413172177081,CDC42SE2
chrX:118442243-118444494_+,310.675015803242,-0.323897132031212,0.216804130946654,-1.49396199517485,0.135185552968177,0.353472122137667,WDR44
chr20:51516783-51523596_-,5.74555315228804,0.733806765089103,0.491224541321552,1.49383164594124,0.135219627902628,0.353489158726803,NFATC2
chr9:107300140-107318879_+,38.7375434355246,0.610140771459726,0.408437575762349,1.49384093841243,0.135217198513746,0.353489158726803,RAD23B
chr6:147267083-147316407_+,7.68333126262169,0.809477546354552,0.542084032277119,1.49326948988739,0.135366658616276,0.353837466220026,STXBP5
chr1:37889556-37891454_-,39.216298226465,-0.394281766394298,0.264075778719304,-1.49306296967658,0.135420704545998,0.353942672819001,INPP5B
chrX:10262697-10287891_+,4.92470423136982,0.66520220646799,0.445594082324371,1.4928434484544,0.135478171089114,0.354056797366446,AC003666.1
chr10:99899918-99900066_-,7.14267482349464,-0.611727762208928,0.409819593720269,-1.4926757324016,0.135522088701765,0.354063360980382,DNMBP
chr6:42650283-42652645_+,8.3873405595077,-0.72542129450411,0.485967629252525,-1.49273583431862,0.135506349333478,0.354063360980382,UBR2
chr15:65752378-65756472_-,1283.86518192914,-0.212737137947605,0.142516686058539,-1.49271740615848,0.135511175112626,0.354063360980382,DENND4A
chr9:271626-289581_+,7.17967265915112,0.628269078329034,0.420982563938121,1.4923874101859,0.135597613576237,0.354224600923748,DOCK8
chr15:90956900-90957088_+,12.1430518211316,-0.823898738743206,0.552112756753193,-1.49226535461398,0.13562959534713,0.354272071015163,RCCD1
chr16:69647167-69647581_+,32.6371337669102,0.891828972081553,0.597663267536295,1.49219304669313,0.135648544672541,0.35428549343155,NFAT5
chr12:19253939-19261021_+,19.6812278979879,-0.641876327909301,0.430177881678632,-1.49211838926861,0.135668111864441,0.354300526688232,PLEKHA5
chr2:135616151-135622732_+,3.58260416909752,0.737304748832521,0.494250615487911,1.49176293509452,0.13576130383074,0.354507810176097,R3HDM1
chr1:227213135-227254155_-,7.60698622813724,-0.738913838809605,0.495480128640106,-1.49130872480724,0.135880459331662,0.354711224478305,CDC42BPA
chr2:135621493-135661393_+,6.09460430341771,0.715393822212833,0.47970901139709,1.49130786626114,0.135880684635259,0.354711224478305,R3HDM1
chr9:137752330-137758011_+,18.1481374196389,0.60543503721491,0.405950776243238,1.49140012199938,0.13585647611219,0.354711224478305,EHMT1
chr5:134682372-134698057_+,3.35768201807362,-0.722627838717513,0.484610731689485,-1.49115112700504,0.135921821701838,0.354782508355439,SEC24A
chr9:86308428-86309289_-,58.5942568293399,-0.507984701813108,0.340682063731939,-1.49108143894775,0.13594011479785,0.354794156568242,TUT7
chr15:68145815-68153695_+,48.7390364102628,-0.66819405380864,0.448208861402094,-1.4908095563269,0.136011502088031,0.354842918740436,PIAS1
chr3:174458513-174536683_+,8.06841710857288,-0.852462859697871,0.571815878894348,-1.49079955832317,0.13601412778134,0.354842918740436,NAALADL2
chr20:34438473-34445461_+,5.39970244438542,-0.922217748086583,0.61857373150037,-1.49087764501366,0.135993621558248,0.354842918740436,ITCH
chr1:93524260-93534908_+,6.50953127675647,0.89299022170016,0.598953015679294,1.4909186502507,0.135982854193298,0.354842918740436,FNBP1L
chr17:5365121-5373454_+,3.33637087841778,-0.731460427837921,0.490673171722544,-1.49072839110008,0.136032818973326,0.354855593362083,RABEP1
chr9:5080532-5090911_+,10.1653868602758,-1.00083884882972,0.671419616467212,-1.49063093225635,0.136058418552023,0.354886284810884,JAK2
chr3:141903619-141907274_+,11.8470428681148,-0.524785509918491,0.352109479450891,-1.49040437859522,0.13611794192394,0.355005445727414,ATP1B3
chr20:41533049-41564151_-,49.4512177761597,-0.461445719723473,0.309622334889641,-1.49035023551497,0.136132170133256,0.355006461363058,CHD6
chr11:17330126-17337534_+,27.8152967720129,0.758786562748047,0.509175662255782,1.4902255135024,0.136164950082831,0.355019764658489,NUCB2
chr15:64748418-64749150_-,32.6029155338737,-0.625573812719826,0.419774839530427,-1.49026038201721,0.136155785183536,0.355019764658489,RBPMS2
chr3:197832196-197839397_+,28.9680283758251,-0.557888379359832,0.374400039025792,-1.49008632801291,0.136201538576655,0.355038834199718,LRCH3
chr7:100099448-100099588_-,3.91271620871246,-0.622172834462572,0.417554520937161,-1.49003975113517,0.136213784204328,0.355038834199718,MCM7
chr9:35705550-35705670_-,22.0522766643709,0.428576859434445,0.2876241789167,1.4900585237605,0.136208848550555,0.355038834199718,TLN1
chr6:144437564-144448769_+,9.50844555374341,-0.925733933111013,0.621340952432622,-1.48989685853903,0.136251357709254,0.355100688744842,UTRN
chr18:23463966-23466276_+,92.7528908777611,0.543589683585067,0.364891554113395,1.4897294208573,0.136295395506164,0.355143299230029,RIOK3
chr3:152432716-152455577_+,10.9159514815686,0.575160906037474,0.386082099235378,1.48973730503579,0.136293321641342,0.355143299230029,MBNL1
chr1:47368468-47375293_+,286.611016487709,-0.26857870362196,0.180303630307398,-1.4895912143536,0.136331753485272,0.355187624069447,CMPK1
chr2:23875828-23880755_-,19.2372053347881,-0.662562278286796,0.444804171245526,-1.48955949858004,0.136340098008492,0.355187624069447,ATAD2B
chr15:75411491-75413045_-,145.353314552076,-0.323375459375015,0.217141051472873,-1.48924147314177,0.136423793333599,0.35536957457218,SIN3A
chr13:111243871-111244294_+,4.9548333306569,-0.782435950212355,0.525493549401076,-1.48895443360651,0.136499368085206,0.355530337038258,ARHGEF7
chr12:27380246-27385560_+,8.19124379613405,-0.728415048324433,0.489250300888264,-1.48883924445616,0.136529705364993,0.355544869461459,ARNTL2
chr2:112299848-112324663_+,31.4171286946188,0.513341991169567,0.344796034990646,1.48882799996089,0.136532667097994,0.355544869461459,ZC3H6
chr13:95177706-95186892_-,7.76994845415333,0.760251182496191,0.510710169189211,1.48861571271068,0.136588591598632,0.355654399135172,ABCC4
chr18:79110354-79126375_+,7.58488317245957,-0.823079442683501,0.552936703666787,-1.48855996938758,0.136603279430773,0.355656543919376,ATP9B
chr7:74356409-74357477_+,69.8011424517882,0.315644805188584,0.212118246005048,1.48806060361763,0.1367349119031,0.355790161842449,CLIP2
chr16:27703895-27708920_+,3.77819792128468,-0.746772038463673,0.501869158955102,-1.4879815289277,0.136755764909899,0.355790161842449,KATNIP
chr4:56478378-56484864_+,34.3247028635906,-0.505693721399479,0.339853382479235,-1.48797613167901,0.136757188322844,0.355790161842449,SRP72
chr5:55327715-55328811_+,19.9075145732064,-0.465686500075346,0.312950281761631,-1.48805266272312,0.136737005907689,0.355790161842449,MTREX
chr11:120481259-120481576_+,3.65335711672773,-0.735189121761527,0.494018363927465,-1.48818176700304,0.136702964329176,0.355790161842449,ARHGEF12
chr17:19920035-19924517_-,6.70049072635162,-0.814851654925914,0.547547744983759,-1.48818374724579,0.13670244223948,0.355790161842449,AKAP10
chr7:98937155-98937820_+,18.3283447775634,-0.506289648492331,0.340261132016632,-1.48794440755456,0.136765555136958,0.355790161842449,TRRAP
chr1:51760689-51765981_+,2.98800198821836,-0.724825591940988,0.487047818959858,-1.48820211019306,0.136697600933816,0.355790161842449,OSBPL9
chr22:41117186-41117821_+,6.20667041019534,0.680906612150334,0.457636140649805,1.48787770822362,0.136783147482789,0.355799846113971,EP300
chr4:150277852-150286034_-,4.28826673490039,0.685765932675065,0.460940753791072,1.48775287720794,0.136816077098408,0.355849419629469,LRBA
chr11:43403997-43448122_+,12.6164241569174,-0.733358967512212,0.492974858564242,-1.48761940851928,0.136851292042018,0.355904926475455,TTC17
chr12:63983946-63990072_+,13.127896899134,-0.666225021141044,0.447904274077383,-1.48742724662177,0.136902005131735,0.355964639939631,SRGAP1
chr1:230954332-230961303_-,20.5520784089152,-0.599668850530853,0.403148436437356,-1.48746416042229,0.136892262154265,0.355964639939631,TTC13
chr5:77046346-77048272_+,272.212759572853,-0.298494108703345,0.200698564191503,-1.48727575558801,0.136941995068625,0.35603253263357,AGGF1
chr15:56847323-56850186_-,8.44363064221235,-0.614296933702442,0.413065566518702,-1.48716567899791,0.136971058255401,0.356054546930043,AC090517.5
chr7:77610764-77635849_+,240.359172017576,-0.667276474204519,0.4486982562845,-1.48713854992436,0.136978221792874,0.356054546930043,PTPN12
chr4:173247979-173248440_+,13.0773001698699,0.534454107750282,0.359474911249976,1.48676330676838,0.137077335857476,0.35609568574702,GALNT7
chr16:9102983-9103259_+,7.44255667796591,-0.694569902604857,0.467158368297022,-1.486797518231,0.137068297193236,0.35609568574702,C16orf72
chrX:120455356-120456769_-,35.0176515477393,0.735489574246297,0.494641691385695,1.48691383491328,0.137037569778705,0.35609568574702,LAMP2
chr1:191964393-191977359_+,18.9034317439979,0.772397914238588,0.519499246420541,1.486812386275,0.13706436920115,0.35609568574702,LINC02770
chr6:129540446-129558166_-,31.8121512080305,0.449103940322854,0.30206298929813,1.48678903485126,0.137070538458258,0.35609568574702,AL356124.1
chr12:62389796-62401275_+,5.5495986237044,-0.920301173617164,0.618899741466103,-1.48699556964925,0.137015981066808,0.35609568574702,USP15
chr5:95736888-95763620_+,44.5140932691489,-0.740221562173653,0.498051219389902,-1.48623581944123,0.137216756145583,0.356421774544616,RHOBTB3
chr3:125288102-125331238_-,7.14298027215621,0.871031017261339,0.586091440029706,1.48616915001726,0.137234385337705,0.356431475859892,ZNF148
chr11:70349922-70356254_+,5.96452501563627,-0.782829122089466,0.526782119243489,-1.4860586445373,0.13726360981151,0.356471287962611,PPFIA1
chr2:55339463-55339648_-,3.22993389546425,-0.716416111239193,0.482157482941361,-1.48585500917409,0.137317476149893,0.356538989440608,CCDC88A
chr9:100052416-100057859_-,12.296114164733,-0.679160632234949,0.457081196511537,-1.4858643003001,0.137315018073862,0.356538989440608,ERP44
chr9:36100330-36102230_+,4.1607493760177,-0.71210630681152,0.479281461352505,-1.4857789508528,0.137337599544118,0.356555150400289,RECK
chr10:132645867-132726905_+,4.78304409759128,-0.86437084046429,0.581972926208883,-1.48524235671068,0.137479635428396,0.356863298089279,INPP5A
chr2:32575155-32575366_+,8.01308020527471,-0.748014934137293,0.503637300968442,-1.48522544438019,0.137484113944426,0.356863298089279,BIRC6
chr4:3135903-3140656_+,4.18622271836608,-0.765138211447205,0.515231302694005,-1.48503828755455,0.137533682031685,0.356955842286403,HTT
chr12:20613442-20639957_+,96.3129637361575,0.562403894474422,0.37875339753708,1.48488145091652,0.137575230492791,0.357027555673402,PDE3A
chr14:39308448-39327022_+,7.48347396227281,-0.755477518077841,0.50882603268432,-1.48474619919171,0.137611068546125,0.357068927402253,MIA2
chr21:36387597-36399605_+,4.37976036073356,-0.803861421862229,0.541424284473398,-1.48471622887046,0.137619010845752,0.357068927402253,CHAF1B
chr9:4823547-4827033_+,81.7022782159314,-0.280710068768082,0.189073827671934,-1.48465851791581,0.137634305560997,0.357072496010947,RCL1
chr10:20143294-20245505_+,259.050423491625,-0.384846941776215,0.259242271471083,-1.48450690387946,0.137674492972213,0.357140637902334,PLXDC2
chr20:44981828-44995257_+,9.58793203973205,0.615300162352725,0.414565442348188,1.48420514471137,0.137754505361684,0.357297556957669,STK4
chr1:113954650-113968648_+,57.6733742174538,1.03029970934576,0.694190778456433,1.48417371898353,0.137762840052559,0.357297556957669,HIPK1
chr1:84196615-84202805_+,5.57519469668639,-0.802149959611409,0.540508346986659,-1.48406581338365,0.137791461595314,0.357335661575473,PRKACB
chr17:30837205-30840781_+,4.45083137918174,-0.689866323240718,0.464869695218845,-1.48399934505507,0.13780909434361,0.357345264044943,ATAD5
chr5:67130209-67136664_+,9.15212578679068,0.786732526938919,0.530201664784745,1.4838363950787,0.137852329146201,0.357349009659205,MAST4
chr14:52542370-52544371_-,5.58834631772097,0.884237700465562,0.59590277117707,1.48386237358647,0.137845435682162,0.357349009659205,TXNDC16
chr9:15474008-15490124_-,17.2586806936148,0.677107357233063,0.456301371591433,1.48390383941107,0.137834433169233,0.357349009659205,PSIP1
chr10:127042624-127061776_+,4.39586898255787,-0.765009984931088,0.515679673938345,-1.48349842662706,0.137942034164498,0.357362234767336,DOCK1
chr9:33948373-33973237_-,4.488107038743,0.765132567183778,0.515712039176577,1.48364301986326,0.137903650109623,0.357362234767336,UBAP2
chr2:73489633-73520016_+,4.94381061832006,0.835286291995828,0.563090059564826,1.48339733193188,0.137968875887253,0.357362234767336,ALMS1
chr10:86446241-86461287_-,10.6191210987697,-0.819685230937694,0.552546697474602,-1.48346779500093,0.13795016676377,0.357362234767336,WAPL
chr3:155828181-155842619_-,20.9295007967439,-0.550699390821876,0.371231835307497,-1.48343794482422,0.137958092246249,0.357362234767336,SLC33A1
chr13:46895494-46896234_-,12.6332033166378,0.782316583636013,0.52728959847357,1.48365639280712,0.13790010051299,0.357362234767336,HTR2A
chr2:48461137-48491170_+,3.53802680982333,-0.737372065529539,0.496989559536452,-1.48367717466197,0.13789458449993,0.357362234767336,PPP1R21
chr1:171535427-171537473_+,8.22654552162886,0.756855371287345,0.510205764945139,1.48343163344837,0.137959768016574,0.357362234767336,PRRC2C
chr12:106851449-106860412_+,6.30515532246365,-0.785098396820314,0.529283414444382,-1.48332325441271,0.137988546816423,0.357377101613497,RIC8B
chr21:46346127-46349820_+,8.93936247099597,-0.676152134557741,0.455875156547784,-1.48319583738244,0.138022386853072,0.357428658382986,PCNT
chr19:22072808-22073564_+,66.0469122307538,-0.318178415137473,0.214532680502408,-1.4831232910172,0.138041656928161,0.357442477559111,ZNF257
chr13:41065015-41076237_+,7.71463403051645,0.888459399406847,0.599098939270405,1.48299277660019,0.138076329945225,0.357496174009372,WBP4
chr7:39997493-40047877_+,5.44337213924804,-0.726749839278651,0.490121189357782,-1.48279620440595,0.138128564820413,0.357595324789388,CDK13
chr14:68925557-68925672_-,5.66354445519541,0.644735693555543,0.434855042296844,1.4826450905344,0.138168730466614,0.357663213184666,ACTN1
chr9:35228014-35231219_+,9.25215932149346,-0.725892056543592,0.489735239534666,-1.4822132408387,0.138283564528029,0.357888244636555,UNC13B
chr1:219086494-219086660_-,17.5118211032293,0.596185504749595,0.402222679538241,1.4822274702014,0.138279779596935,0.357888244636555,LYPLAL1-DT
chr10:52293914-52313485_-,20.4543905164442,-1.23496354885216,0.833257297879862,-1.48209148842068,0.138315953255815,0.357935957719299,PRKG1-AS1
chr19:9535187-9536356_-,37.1017486753449,-0.31688660396868,0.213849482961,-1.48182076281414,0.138387992963152,0.358086260185973,ZNF426
chr9:77794462-77815770_-,14.2872852148131,-0.952334639650945,0.642730775152058,-1.48170070030588,0.138419950681409,0.358132828525486,GNAQ
chr4:155696755-155717302_+,6.25368117048021,0.863946864035866,0.58317405874989,1.48145626691257,0.138485030474339,0.358228948952125,GUCY1A1
chr4:155696805-155717302_+,6.25368117048021,0.863946864035866,0.58317405874989,1.48145626691257,0.138485030474339,0.358228948952125,GUCY1A1
chr14:45148836-45170746_+,14.0956801502865,0.666228009064135,0.449741854119412,1.48135647808141,0.138511605781768,0.358260876699181,FANCM
chr9:5123003-5126446_+,5.63341410303233,-0.723267218864302,0.488263521979834,-1.48130504595462,0.138525304485993,0.358260876699181,JAK2
chr9:69236027-69240147_+,5.82952621493094,-0.878651750418371,0.593211805751238,-1.48117711397475,0.138559383091914,0.358312888554119,AL358113.1
chr17:31258343-31265339_+,13.8757701850199,0.660937499374116,0.446313061744565,1.480883164814,0.138637709933176,0.35837093640828,NF1
chr19:41341882-41342247_-,99.1237864376195,-0.310717792182026,0.209808912819362,-1.48095611385939,0.138618268464456,0.35837093640828,TGFB1
chr14:39313339-39327022_+,31.3775571818487,0.534909616802058,0.361189736137725,1.48096571769163,0.138615709127454,0.35837093640828,MIA2
chr6:42645465-42658320_+,21.9762779775859,0.910545967959888,0.614865642677671,1.48088607454884,0.13863693442676,0.35837093640828,UBR2
chr4:109987743-109988709_+,8.66327443798389,-0.657456490825466,0.443980284641756,-1.48082361665217,0.138653581522765,0.358375851567103,EGF
chr10:32034689-32037607_-,8.7047897818211,-0.836864269400276,0.565202811303289,-1.48064420888242,0.138701408193407,0.358400741070366,KIF5B
chr7:105481051-105502564_-,5.30357999204582,-0.824680471458697,0.556961128484953,-1.48067868524684,0.138692216469654,0.358400741070366,PUS7
chr4:39879727-39890364_-,13.0704006663877,-0.550263409693436,0.371680792040118,-1.48047308733146,0.13874703775659,0.358400741070366,PDS5A
chr9:125341176-125346941_+,8.49856744047034,-0.508325942805282,0.343337307829565,-1.48054385938629,0.138728164985604,0.358400741070366,GAPVD1
chr2:171011372-171061156_-,4.63316499624905,-0.740129567561219,0.499887790446072,-1.48059140812535,0.138715486282576,0.358400741070366,TLK1
chr5:87366350-87386903_+,7.31995394686091,-0.893028913310873,0.603195426925288,-1.48049682316555,0.138740707905642,0.358400741070366,RASA1
chr17:16071408-16075702_-,6.8399443844872,0.829071306564818,0.560031738261104,1.48040057361585,0.138766377027058,0.358414606310424,NCOR1
chr15:98915963-98948708_+,4.1014057599946,0.828077281670104,0.559388700560379,1.48032536381332,0.138786437532191,0.358427902167754,IGF1R
chr18:62895010-62920114_+,7.65345853454749,-0.73087421998501,0.493774088954097,-1.4801793701511,0.138825384398882,0.358427902167754,PHLPP1
chr16:53247292-53247503_+,5.37907890313885,0.664609893286125,0.449006303369129,1.4801794279929,0.138825368966705,0.358427902167754,CHD9
chr19:35164155-35166171_+,3.60807131946919,-0.788395416955989,0.53264825089167,-1.48014269386258,0.138835169889742,0.358427902167754,FXYD5
chr18:21006350-21023680_-,8.29734001756228,-0.837673027683715,0.565949631224766,-1.48011939838341,0.13884138556274,0.358427902167754,ROCK1
chr3:196487398-196487578_-,4.5766749493563,-0.705462909021241,0.476780108670867,-1.4796399769862,0.138969351826916,0.358722155606346,RNF168
chr4:87114366-87115299_+,7.45384405863853,0.805844716926525,0.544748545550143,1.4792966837804,0.139061038798467,0.35892271136906,AFF1
chr17:59644275-59656027_+,5.36288996796714,0.87190877575955,0.589430641906937,1.4792389702353,0.139076457542155,0.358926394902305,CLTC
chr11:33096305-33096978_-,5.64950512150318,-0.67893676702822,0.459039486478156,-1.47903783231626,0.139130203812811,0.359028982839758,CSTF3
chr5:66046352-66069020_+,9.33308341000202,0.73629030224421,0.497847516148698,1.47894742538857,0.139154366750237,0.359055217284634,ERBIN
chr2:68394176-68395658_+,10.1770720817294,0.493553936863585,0.333760802376492,1.47876543125889,0.139203017874289,0.359144626121808,PLEK
chr12:14446987-14475968_+,22.2333465127666,-0.618067579779921,0.418044146419452,-1.47847442686058,0.13928083710529,0.359237011287152,ATF7IP
chr1:164625928-164626096_+,12.8720824828385,-0.526806005436862,0.356313683947007,-1.47848940181374,0.139276831746036,0.359237011287152,PBX1
chr10:34377966-34517159_-,10.3219006119006,-0.83289906515456,0.563321954036509,-1.47854891716253,0.139260914018347,0.359237011287152,PARD3
chr6:125885158-125915480_+,94.4491451955496,0.672045035419526,0.45458769906053,1.47836168204376,0.139310995872972,0.359278674688785,NCOA7
chr12:62314789-62355475_+,22.8117156627304,-0.519859247913627,0.351659301285905,-1.47830370478662,0.139326506504388,0.359282556429138,USP15
chr18:31846715-31852663_-,8.02947855143895,-0.647573656293665,0.438127834999879,-1.47804728337756,0.139395122760428,0.359315020515801,TRAPPC8
chr4:145514437-145542698_+,12.6155270461683,0.829051687099673,0.560902886940995,1.47806635765611,0.139390017745276,0.359315020515801,SMAD1
chr3:129827802-129828508_-,7.7877572358497,0.68081616715704,0.460600856675092,1.4781044309635,0.139379828285057,0.359315020515801,TMCC1
chr1:225144396-225153826_+,3.18815462116835,-0.744342004219051,0.503588512533941,-1.478075821217,0.139387484983542,0.359315020515801,DNAH14
chr8:99431536-99442635_+,7.53986683869986,-0.801761533706309,0.542528418928445,-1.47782402862854,0.13945488507313,0.359398598537357,VPS13B
chrX:129558839-129562786_+,5.19136119025277,-0.77173608088967,0.522211978727921,-1.47782148308734,0.139455566594194,0.359398598537357,OCRL
chr1:86715723-86719635_+,45.9251432599067,-0.32814077094297,0.222079037042655,-1.47758552681378,0.139518750608574,0.359519209234197,SH3GLB1
chr17:3840099-3843151_-,12.5073013382282,-0.531231652748833,0.359537418099149,-1.47754204710436,0.139530395943385,0.359519209234197,NCBP3
chr17:67928354-67948306_+,4.40025604705493,-0.813318735111329,0.550656450244955,-1.47699847109669,0.139676047110716,0.359858354577804,BPTF
chr2:32736693-32758519_+,4.23127780614291,0.746061067802884,0.505172296810519,1.476844776551,0.139717250770012,0.359928362522908,TTC27
chrX:118566573-118584857_+,3.22892265327201,0.731399360242194,0.49527618640408,1.47675050874638,0.13974252746251,0.359957330755676,DOCK11
chr8:60584207-60584815_+,39.832104845075,-0.39213668850909,0.265567712588362,-1.47659775613203,0.139783493571504,0.359990559240015,RAB2A
chr8:99467413-99521010_+,5.2380195093932,0.838807735412624,0.568053201911867,1.47663587246669,0.139773270439862,0.359990559240015,VPS13B
chr20:47642212-47651276_+,17.1626336259974,0.915608223591032,0.620253204066105,1.4761845929835,0.139894344438049,0.360239873305487,NCOA3
chr7:65387901-65388901_+,10.6869581333573,-0.505436948717931,0.342479145319914,-1.47581817936913,0.139992709078765,0.360420811521233,ZNF92
chr13:95301008-95301240_-,10.2129128758827,0.635022558789427,0.430278868229766,1.47583952101113,0.139986978403122,0.360420811521233,ABCC4
chr4:79086095-79086262_+,6.1038012415144,-0.714770807902336,0.484411565848224,-1.47554447146765,0.140066221357412,0.360573886250044,LINC01088
chr10:26704676-26709768_+,9.34940694702131,-0.780781675896831,0.529289307410934,-1.47515104681803,0.140171939097344,0.360590979702666,PDSS1
chr1:147275353-147287733_+,14.6179671718275,0.881073944811014,0.59715565230422,1.47545106775972,0.14009131445615,0.360590979702666,CHD1L
chr16:19626176-19637656_+,6.01053044055026,0.812870976021042,0.551061124135778,1.4751012917049,0.140185313241129,0.360590979702666,VPS35L
chr5:113524980-113539181_+,23.6745393117335,-0.782339087525743,0.530357583548881,-1.47511624570489,0.140181293511961,0.360590979702666,YTHDC2
chr1:230988319-230997267_+,3.5023615205562,-0.780633515926355,0.529202555289361,-1.47511289982248,0.140182192898478,0.360590979702666,ARV1
chr3:93924239-93973637_-,25.5933946811601,0.559585955661028,0.379289223444663,1.47535421802637,0.140117336988854,0.360590979702666,PROS1
chr9:100214924-100229827_+,3.79188472508427,0.799341130772087,0.541877304421905,1.47513306840716,0.140176771569857,0.360590979702666,INVS
chr5:70433869-70441518_+,14.3804364532958,-0.933481455525625,0.632762755092282,-1.475247157032,0.140146107510283,0.360590979702666,GTF2H2
chr12:112446275-112450512_+,10.1248219575508,-0.755378370951066,0.512127931081801,-1.47497983434614,0.140217965027314,0.360638806581682,PTPN11
chr10:99969114-99972134_-,4.63392676862254,-0.642484050460047,0.435647619295657,-1.4747792068709,0.140271913192447,0.360700583315766,DNMBP
chr18:79154503-79193263_+,4.15492408519326,-0.658651379761114,0.44662395893953,-1.47473364690292,0.140284166364222,0.360700583315766,ATP9B
chr13:49259345-49268059_+,4.06933941311053,-0.757559180404026,0.513666612867663,-1.47480712475116,0.140264405196646,0.360700583315766,CDADC1
chr5:115236389-115238009_-,4.38310906744202,-0.676493995625373,0.45878617380726,-1.47453004089346,0.140338935450302,0.360805242644477,PGGT1B
chr3:130940629-130959341_+,5.86293736684854,-0.744553196689112,0.504977217896597,-1.47442928176133,0.14036604527915,0.360838777387116,ATP2C1
chr8:55966714-55969793_+,13.1934945228634,0.793576645206436,0.538251862713074,1.47435931053985,0.140384873811794,0.360851018827048,LYN
chr6:43175705-43176667_+,6.38540448312321,0.706198789777661,0.479010573933108,1.47428643167338,0.140404486826919,0.360851923197061,SRF
chr10:98162882-98209899_+,10.1716183007686,0.801703250647929,0.543802859344262,1.47425346680717,0.140413358958136,0.360851923197061,R3HCC1L
chr11:87067693-87071615_+,21.3419697963086,-0.432960452086739,0.293786370927146,-1.47372545132158,0.140555527292716,0.361181102037468,TMEM135
chr2:169994322-170008940_+,21.9714646494092,0.644802914010668,0.437570326057876,1.47359835805086,0.140589763719076,0.361232893498144,UBR3
chr10:28595732-28608431_+,70.1359032877011,-0.494704166178481,0.33578255029165,-1.47328729783247,0.140673584276287,0.361412063839718,WAC
chr20:38972558-38983776_+,3.75172021478722,-0.653791802161866,0.443856540413528,-1.47297998932887,0.14075643159886,0.361588698157976,DHX35
chr5:43139164-43161931_+,81.7932312027483,-0.358822276885041,0.243621048215162,-1.47287058944157,0.140785933775753,0.361588785373603,ZNF131
chr1:168063620-168068463_+,50.5667477615221,-0.369892529016173,0.2511277675876,-1.47292564485982,0.140771086231251,0.361588785373603,DCAF6
chr11:48153795-48163618_+,45.3148331068713,0.708362755803795,0.480955773520226,1.47282306358259,0.140798751689741,0.361588785373603,PTPRJ
chr5:137985256-138011149_-,17.5565513840736,-0.926492891357943,0.629103666004548,-1.47271895146013,0.14082683428073,0.36162470268304,FAM13B
chr17:30785918-30792572_-,5.85355463866976,0.761249747402174,0.516994642032866,1.47245190860949,0.140898884535702,0.361773504653626,CRLF3
chrX:15815676-15818642_+,12.0357775857882,-0.649192396790968,0.440937794820533,-1.47229927762304,0.140940078298637,0.361843057305337,ZRSR2
chr11:63659037-63659252_-,5.02213238388391,-0.676214147767009,0.459309407720751,-1.47224101313886,0.140955805812816,0.361847221706812,ATL3
chr10:179993-221356_+,28.3490719449198,-0.427251086222192,0.29027760525677,-1.47187064549558,0.141055811855853,0.362067714782688,ZMYND11
chr13:32173366-32183034_+,6.39222120059937,0.804192943924729,0.546415422006988,1.47176106591377,0.141085410801809,0.36210745805891,FRY
